"site.SET.identifier","network","country","site.label","latitude","longitude","TSM.2011.AVG","TSM.2011.STDEV","SLR50","MHW","MLW","MSL","marshElevation","D","NEC","maxTemp","rainfall","Dominant.vegetation","accretion","elevCapital","elevation.rate","R2.SET","tidal.range","Spartina","shortGrassesHerbs","brackishRushes","saltbushes","category","SLR3000","Geomorphic.setting","Shore.R2","Shore.rate","Shore.Dist","UVVR","RSLR.period.of.measure","elevDeficit","subsidence","yearsNew","startNew","endNew","lowMarshLimBelMHW","lowMarshLimHeightDatum","tidalCat","orgMat","bulkDensity","SLR.ZONE","TIDE.RANGE.CM","Pio..lower.border.relative.to.mean.high.water.","LowMarshImHeight..relative.to.height.datum.","Elevation.capital..cm.","timeToFailurePROJECTED","timeToFailure.CONTEMPORANEOUS","Time.to.Failure.50","SatAltRSLR","Retreat.Failure"
"Seal.Beach.SB.C4","PACIFIC NORTH AMERICA","USA","Seal Beach",33.73506116,-118.0826715,2.089601815,0.768622201,1.83,1.386,0.224,0.799,1.365166667,0.017928858,0.674940899,24,325.628,"Spartina foliosa",2.842251982,58.22392594,1.087559377,0.350856516,1.162,1,0,0,0,"spartina",0.56,"Barrier estuary",0.96,-0.126,8.0375,0.37,3.378,2.290440623,1.754692605,4.002739726,"8/27/2015","8/27/2019",-60.30725924,78.29274076,"meso/macro",NA,NA,"3",116.2,-60.30725924,78.29274076,58.22392594,116.1419263,254.2040398,784,7.02,63.78968254
"Seal.Beach.SB.C5","PACIFIC NORTH AMERICA","USA","Seal Beach",33.73491422,-118.0829719,2.089601815,0.768622201,1.83,1.386,0.224,0.799,1.378033333,0.006855996,0.687977034,24,325.628,"Spartina foliosa",3.017760112,59.51059254,1.904957143,0.603489905,1.162,1,0,0,0,"spartina",0.56,"Barrier estuary",0.88,-0.0794,10.155,0.37,3.378,1.473042857,1.112802969,4.002739726,"8/27/2015","8/27/2019",-60.30725924,78.29274076,"meso/macro",NA,NA,"3",116.2,-60.30725924,78.29274076,59.51059254,135.3954179,403.9976994,1000,7.02,127.8967254
"Seal.Beach.SB.C6","PACIFIC NORTH AMERICA","USA","Seal Beach",33.73467645,-118.0833467,2.446306666,0.903835503,1.83,1.386,0.224,0.799,1.375333333,0.009179576,0.685241472,24,325.628,"Spartina foliosa",3.080243264,59.24059254,1.082228136,0.403442026,1.162,1,0,0,0,"spartina",0.56,"Barrier estuary",0.0576,-0.0101,14.525,0.37,3.378,2.295771864,1.998015128,4.002739726,"8/27/2015","8/27/2019",-60.30725924,78.29274076,"meso/macro",NA,NA,"3",116.2,-60.30725924,78.29274076,59.24059254,117.6286669,258.0421577,792,7.02,1438.118812
"Seal.Beach.SBH1","PACIFIC NORTH AMERICA","USA","Seal Beach",33.73356889,-118.0676162,2.089601815,0.768622201,1.83,1.386,0.224,0.799,1.4718,-0.07383821,0.782978723,24,325.628,"Salicornia pacifica/Jaumea canosa",5.311221348,68.88725924,1.310869541,0.624827137,1.162,0,1,0,0,"shortGrass",0.56,"Barrier estuary",0.59,-0.0666,4.41,0.37,3.378,2.067130459,4.000351807,5.728767123,"12/6/2013","8/28/2019",-60.30725924,78.29274076,"meso/macro",NA,0.54,"3",116.2,-60.30725924,78.29274076,68.88725924,137.5477967,333.2506613,1327,4.15,66.21621622
"Seal.Beach.SBH2","PACIFIC NORTH AMERICA","USA","Seal Beach",33.73370341,-118.0677043,2.089601815,0.768622201,1.83,1.386,0.224,0.799,1.4648,-0.067814114,0.775886525,24,325.628,"Salicornia pacifica/Jaumea canosa",5.155587397,68.18725924,2.573170077,0.872080314,1.162,0,1,0,0,"shortGrass",0.56,"Barrier estuary",0.7,-0.0623,19.4725,0.37,3.378,0.804829923,2.58241732,5.728767123,"12/6/2013","8/28/2019",-60.30725924,78.29274076,"meso/macro",NA,0.54,"3",116.2,-60.30725924,78.29274076,68.18725924,171.3407282,847.2256969,1000,4.15,312.5601926
"Seal.Beach.SBL1","PACIFIC NORTH AMERICA","USA","Seal Beach",33.73313,-118.083,2.089601815,0.768622201,1.83,1.386,0.224,0.799,1.3386,0.040791738,0.648024316,24,325.628,"Salicornia pacifica/Spartina foliosa/Jaumea canosa",5.138881168,55.56725924,1.377605147,0.483639667,1.162,1,1,0,0,"spartina",0.56,"Barrier estuary",0.23,0.02,1.58,0.37,3.378,2.000394853,3.761276021,5.728767123,"12/6/2013","8/28/2019",-60.30725924,78.29274076,"meso/macro",NA,0.54,"3",116.2,-60.30725924,78.29274076,55.56725924,117.3040822,277.7814548,1228,4.15,1000
"Seal.Beach.SBL2","PACIFIC NORTH AMERICA","USA","Seal Beach",33.73334001,-118.0825095,2.089601815,0.768622201,1.83,1.386,0.224,0.799,1.3902,-0.003614458,0.700303951,24,325.628,"Salicornia pacifica/Spartina foliosa/Jaumea canosa",5.031687881,60.72725924,1.422609562,0.461887782,1.162,1,1,0,0,"spartina",0.56,"Barrier estuary",0.006,-0.012,72,0.37,3.378,1.955390438,3.609078319,5.728767123,"12/6/2013","8/28/2019",-60.30725924,78.29274076,"meso/macro",NA,0.54,"3",116.2,-60.30725924,78.29274076,60.72725924,126.6570997,310.5633436,1491,4.15,6000
"Tijuana.TJE1","PACIFIC NORTH AMERICA","USA","Tijuana",32.574447,-117.1283377,1.584537312,0.758726769,2.78,1.34,0.2,0.77,1.728,-0.340350877,1.090721649,20.94,266.954,NA,NA,98.20881206,-0.276273055,0.2390545,1.14,0,0,0,0,NA,0.56,"Barrier estuary",0.1132,-0.0184,241.415,0.089,9.55,9.826273055,NA,6.164383562,"9/7/2012","11/5/2018",-59.40881206,74.59118794,"meso/macro",NA,0.47,"3",114,-59.40881206,74.59118794,98.20881206,82.07021789,99.94512824,321,4.79,13120.38043
"Tijuana.TJE2","PACIFIC NORTH AMERICA","USA","Tijuana",32.574726,-117.1286151,1.584537312,0.758726769,2.78,1.34,0.2,0.77,1.6247,-0.249736842,0.984226804,20.94,266.954,NA,NA,87.87881206,-0.144093113,0.060377348,1.14,0,0,0,0,NA,0.56,"Barrier estuary",0.95,-0.3973,205.2275,0.089,9.55,9.694093113,NA,6.164383562,"9/7/2012","11/5/2018",-59.40881206,74.59118794,"meso/macro",NA,0.47,"3",114,-59.40881206,74.59118794,87.87881206,76,90.65191662,301,4.79,516.5554996
"Tijuana.TJE3","PACIFIC NORTH AMERICA","USA","Tijuana",32.574997,-117.1283385,1.584537312,0.758726769,2.78,1.34,0.2,0.77,1.4567,-0.102368421,0.811030928,20.94,266.954,NA,NA,71.07881206,1.796838502,0.881784087,1.14,0,0,0,0,NA,0.55,"Barrier estuary",0.0567,-0.0407,240.1375,0.089,9.55,7.753161498,NA,6.164383562,"9/7/2012","11/5/2018",-59.40881206,74.59118794,"meso/macro",NA,0.47,"3",114,-59.40881206,74.59118794,71.07881206,74,91.67719785,723,4.79,5900.184275
"Tijuana.TJE4","PACIFIC NORTH AMERICA","USA","Tijuana",32.575277,-117.1280512,1.584537312,0.758726769,2.78,1.34,0.2,0.77,1.277,0.055263158,0.625773196,20.94,266.954,NA,NA,53.10881206,3.913390314,0.988784939,1.14,0,0,0,0,NA,0.55,"Barrier estuary",0.086,0.0798,287.39,0.089,9.55,5.636609686,NA,6.164383562,"9/7/2012","11/5/2018",-59.40881206,74.59118794,"meso/macro",NA,0.47,"3",114,-59.40881206,74.59118794,53.10881206,71,94.22119859,1000,4.79,1000
"Swartkops.1","SOUTH AFRICA","South Africa","Swartkops Estuary",-33.86902,25.62098,4.334715466,2.980645511,2.12,1.12,-1.12,0,0.7743,0.154330357,0.575197368,22.5,561,"Spartina maritima",NA,56.58734302,7.182539954,0.876298698,2.24,1,0,0,0,"spartina",-0.41,"Barrier estuary",2e-04,-0.002,11.5325,0.322,4.06,-3.122539954,NA,10.3369863,"7/10/2009","11/8/2019",-91.15734302,20.84265698,"meso/macro",6.54,1.444733333,"5",224,-91.15734302,20.84265698,56.58734302,726.3485085,1000,1000,2.77,5766.25
"Swartkops.2","SOUTH AFRICA","South Africa","Swartkops Estuary",-33.86937,25.62144,4.460191091,3.044393782,2.12,1.12,-1.12,0,0.6185,0.223883929,0.472697368,22.5,561,"Spartina maritima",NA,41.00734302,-0.353408147,0.242480844,2.24,1,0,0,0,"spartina",-0.41,"Barrier estuary",NA,NA,NA,0.322,4.06,4.413408147,NA,10.3369863,"7/10/2009","11/8/2019",-91.15734302,20.84265698,"meso/macro",6.54,1.0460775,"5",224,-91.15734302,20.84265698,41.00734302,67,92.9153653,166,2.77,NA
"Swartkops.3","SOUTH AFRICA","South Africa","Swartkops Estuary",-33.86978,25.62212,4.460191091,3.044393782,2.12,1.12,-1.12,0,0.6357,0.216205357,0.484013158,22.5,561,"Spartina maritima",NA,42.72734302,-7.347470059,0.828180784,2.24,1,0,0,0,"spartina",-0.41,"Barrier estuary",NA,NA,NA,0.322,4.06,11.40747006,NA,10.3369863,"7/10/2009","11/8/2019",-91.15734302,20.84265698,"meso/macro",6.54,1.249155417,"5",224,-91.15734302,20.84265698,42.72734302,35,37.455582,45,2.77,NA
"Swartkops.4","SOUTH AFRICA","South Africa","Swartkops Estuary",-33.85377,25.60678,4.460191091,3.044393782,2.12,1.12,-1.12,0,0.6027,0.2309375,0.462302632,22.5,561,"Spartina maritima",NA,39.42734302,-9.392557855,0.371279257,2.24,1,0,0,0,"spartina",-0.41,"Barrier estuary",0.95,-0.3495,10.8925,0.322,4.06,13.45255786,NA,8.956164384,"7/10/2009","6/22/2018",-91.15734302,20.84265698,"meso/macro",12.39,0.970511111,"5",224,-91.15734302,20.84265698,39.42734302,28,29.30843593,34,2.77,31.16595136
"Swartkops.5","SOUTH AFRICA","South Africa","Swartkops Estuary",-33.85393,25.60617,4.460191091,3.044393782,2.12,1.12,-1.12,0,0.6177,0.224241071,0.472171053,22.5,561,"Spartina maritima",NA,40.92734302,2.598514089,0.530357794,2.24,1,0,0,0,"spartina",-0.41,"Barrier estuary",0.46,-0.178,8.2525,0.322,4.06,1.461485911,NA,10.3369863,"7/10/2009","11/8/2019",-91.15734302,20.84265698,"meso/macro",12.39,1.073572778,"5",224,-91.15734302,20.84265698,40.92734302,102.4166743,280.0392581,1000,2.77,46.36235955
"Swartkops.6","SOUTH AFRICA","South Africa","Swartkops Estuary",-33.85402,25.60568,4.460191091,3.044393782,2.12,1.12,-1.12,0,0.6058,0.229553571,0.464342105,22.5,561,"Spartina maritima",NA,39.73734302,1.247734251,0.782968286,2.24,1,0,0,0,"spartina",-0.41,"Barrier estuary",0.34,0.142,11.29,0.322,4.06,2.812265749,NA,10.3369863,"7/10/2009","11/8/2019",-91.15734302,20.84265698,"meso/macro",12.39,0.738205556,"5",224,-91.15734302,20.84265698,39.73734302,80.76245544,141.3000995,456,2.77,1000
"Swartkops.7","SOUTH AFRICA","South Africa","Swartkops Estuary",-33.85111,25.59734,4.460191091,3.044393782,2.12,1.12,-1.12,0,0.4954,0.278839286,0.391710526,22.5,561,"Spartina maritima",NA,28.69734302,5.107314799,0.826174694,2.24,1,0,0,0,"spartina",-0.41,"Barrier estuary",0.95,-0.4531,2.825,0.322,4.06,-1.047314799,NA,10.3369863,"7/10/2009","11/8/2019",-91.15734302,20.84265698,"meso/macro",3.34,1.36,"5",224,-91.15734302,20.84265698,28.69734302,146.1508388,1000,1000,2.77,6.234826749
"Swartkops.8","SOUTH AFRICA","South Africa","Swartkops Estuary",-33.85037,25.59672,4.460191091,3.044393782,2.12,1.12,-1.12,0,0.576,0.242857143,0.444736842,22.5,561,"Spartina maritima",NA,36.75734302,2.308381334,0.442614065,2.24,1,0,0,0,"spartina",-0.41,"Barrier estuary",NA,NA,NA,0.322,4.06,1.751618666,NA,10.3369863,"7/10/2009","11/8/2019",-91.15734302,20.84265698,"meso/macro",3.34,1.36,"5",224,-91.15734302,20.84265698,36.75734302,90.266409,209.8478609,1000,2.77,NA
"Nauset.Marsh.Old.N1","ATLANTIC NTH AMERICA","USA","Nauset.Marsh",41.824751,-69.963021,3.330150872,2.034174142,2.86,1.319,-1.574,-0.092,0.7333,0.2024542,0.510933186,14,530.6,NA,4.634428756,44.61174097,3.375111042,0.931929454,2.893,0,0,0,0,NA,1.78,"Barrier estuary",0.92,-0.388,16.1375,0.26,5.43,2.054888958,1.259317714,19.95890411,"11/5/1998","10/16/2018",-103.181741,28.71825903,"meso/macro",NA,NA,"2",289.3,-103.181741,28.71825903,44.61174097,98.5449903,217.1004949,1000,2.62,41.59149485
"Nauset.Marsh.Old.N2","ATLANTIC NTH AMERICA","USA","Nauset.Marsh",41.82398,-69.962588,3.330150872,2.034174142,2.86,1.319,-1.574,-0.092,0.744,0.198755617,0.516841524,14,530.6,NA,4.011675141,45.68174097,2.166498205,0.813794008,2.893,0,0,0,0,NA,1.78,"Barrier estuary",0.95,-0.4299,12.775,0.26,5.43,3.263501795,1.845176936,19.95890411,"11/5/1998","10/16/2018",-103.181741,28.71825903,"meso/macro",NA,NA,"2",289.3,-103.181741,28.71825903,45.68174097,83.87512784,139.9776799,659,2.62,29.71621307
"Nauset.Marsh.Old.N3","ATLANTIC NTH AMERICA","USA","Nauset.Marsh",41.824153,-69.957991,2.042143861,1.39644054,2.86,1.319,-1.574,-0.092,0.709,0.210853785,0.497515185,14,530.6,NA,4.989171745,42.18174097,4.252682078,0.56239106,2.893,0,0,0,0,NA,1.78,"Barrier estuary",0.91,-0.4116,11.8075,0.26,5.43,1.177317922,0.736489667,19.95890411,"11/5/1998","10/16/2018",-103.181741,28.71825903,"meso/macro",NA,NA,"2",289.3,-103.181741,28.71825903,42.18174097,110.2698044,358.2867481,1000,2.62,28.68683188
"Nauset.Marsh.Old.N4","ATLANTIC NTH AMERICA","USA","Nauset.Marsh",41.819693,-69.957178,2.042143861,1.39644054,2.86,1.319,-1.574,-0.092,0.7826,0.185413066,0.538155715,14,530.6,NA,4.756557152,49.54174097,3.781552054,0.824030443,2.893,0,0,0,0,NA,1.78,"Barrier estuary",3e-04,0.0083,22.185,0.26,5.43,1.648447946,0.975005098,19.95890411,"11/5/1998","10/16/2018",-103.181741,28.71825903,"meso/macro",NA,NA,"2",289.3,-103.181741,28.71825903,49.54174097,114.0188458,300.5356711,1000,2.62,1000
"Knysna.2","SOUTH AFRICA","South Africa","Knysna",-34.060555,23.060555,2.346985258,1.325201861,2.12,0.9,-0.65,0,1.36,-0.296774194,1.123076923,23,719,"Spartina maritima",NA,119.8495997,1.027200969,0.99464297,1.55,1,0,0,0,"spartina",-0.48,"Barrier estuary",0.06,-0.0605,6.47,0.8,1.22,0.192799031,NA,8.978082192,"8/27/2009","8/17/2018",-73.84959969,16.15040031,"meso/macro",3.33,NA,"5",155,-73.84959969,16.15040031,119.8495997,315.2445129,6216.296787,1097,2.62,106.9421488
"Knysna.3","SOUTH AFRICA","South Africa","Knysna",-34.04527778,23.065,2.346985258,1.325201861,2.12,0.9,-0.65,0,1.36,-0.296774194,1.123076923,23,719,"Spartina maritima",NA,119.8495997,3.549330068,0.952250395,1.55,1,0,0,0,"spartina",-0.48,"Barrier estuary",0.0015,0.0041,4.6525,0.25,1.22,-2.329330068,NA,8.978082192,"8/27/2009","8/17/2018",-73.84959969,16.15040031,"meso/macro",2.22,NA,"5",155,-73.84959969,16.15040031,119.8495997,757.7823579,1000,1000,2.62,1000
"Knysna.4","SOUTH AFRICA","South Africa","Knysna",-34.0516111,23.0469444,2.346985258,1.325201861,2.12,0.9,-0.65,0,1.36,-0.296774194,1.123076923,23,719,"Spartina maritima",NA,119.8495997,-1.21713215,0.320148729,1.55,1,0,0,0,"spartina",-0.48,"Barrier estuary",0.008,0.0068,13.9025,0.11,1.22,2.43713215,NA,8.97260274,"8/29/2009","8/17/2018",-73.84959969,16.15040031,"meso/macro",2.04,NA,"5",155,-73.84959969,16.15040031,119.8495997,207.4430228,491.7648791,359,2.62,1000
"Knysna.5","SOUTH AFRICA","South Africa","Knysna",-34.059444,23.01527778,3.507502449,1.640390577,2.12,0.9,-0.65,0,1.36,-0.296774194,1.123076923,23,719,"Spartina maritima",NA,119.8495997,-0.194662684,0.276685609,1.55,1,0,0,0,"spartina",-0.48,"Barrier estuary",0.75,-0.2211,2.705,0.46,1.22,1.414662684,NA,8.975342466,"8/28/2009","8/17/2018",-73.84959969,16.15040031,"meso/macro",2.42,NA,"5",155,-73.84959969,16.15040031,119.8495997,245.724503,847.1955969,518,2.62,12.23428313
"Knysna.6","SOUTH AFRICA","South Africa","Knysna",-34.03858,23.0169444,3.507502449,1.640390577,2.12,0.9,-0.65,0,1.36,-0.296774194,1.123076923,23,719,"Spartina maritima",NA,119.8495997,-0.011896423,0.002360571,1.55,1,0,0,0,"spartina",-0.48,"Barrier estuary",0.84,0.3138,23.535,0.38,1.22,1.231896423,NA,8.975342466,"8/28/2009","8/17/2018",-73.84959969,16.15040031,"meso/macro",4.54,NA,"5",155,-73.84959969,16.15040031,119.8495997,254.1065768,972.8869852,562,2.62,1000
"Knysna.8","SOUTH AFRICA","South Africa","Knysna",-34.025847,22.9897222,4.000783205,1.818779878,2.12,0.9,-0.65,0,1.36,-0.296774194,1.123076923,23,719,"Spartina maritima",NA,119.8495997,4.26858832,0.985902062,1.55,1,0,0,0,"spartina",-0.48,"Barrier estuary",0.31,-0.0761,8.715,0.51,1.22,-3.04858832,NA,8.978082192,"8/27/2009","8/17/2018",-73.84959969,16.15040031,"meso/macro",12.37,NA,"5",155,-73.84959969,16.15040031,119.8495997,1263.67005,1000,1000,2.62,114.5203679
"Knysna.9","SOUTH AFRICA","South Africa","Knysna",-34.02548333,22.9894444,4.000783205,1.818779878,2.12,0.9,-0.65,0,1.36,-0.296774194,1.123076923,23,719,"Spartina maritima",NA,119.8495997,1.564672812,0.270649827,1.55,1,0,0,0,"spartina",-0.48,"Barrier estuary",NA,NA,NA,0.51,1.22,-0.344672812,NA,8.978082192,"8/27/2009","8/17/2018",-73.84959969,16.15040031,"meso/macro",1.75,NA,"5",155,-73.84959969,16.15040031,119.8495997,360.0530571,1000,2158,2.62,NA
"Scheldt.R1","EUROPE","Belgium","Scheldt Estuary, Belgium",51.085912,4.174442,15.97779942,5.183041818,2.19,5.608979634,0.13480613,2.87,5.5,0.019907961,0.86970937,11.09928571,823.0142857,"Poa trivialis, with little Impatiens glandulifera and Urtica Dioica",16.53165779,122.2602542,1.298252445,0.964087077,5.474173504,0,1,0,0,"shortGrass",0.21,"Tide Dominant",0.024,-0.0545,68.9825,0.02,0.92,-0.378252445,15.23340535,13.97534247,"3/5/2006","2/21/2020",-133.1582176,427.7397458,"meso/macro",11.24,0.546797198,"1",547.4173504,-133.1582176,427.7397458,122.2602542,474.4626304,1000,1371,5.53,1265.733945
"Scheldt.R2","EUROPE","Belgium","Scheldt Estuary, Belgium",51.086217,4.174844,15.97779942,5.183041818,2.19,5.608979634,0.13480613,2.87,5.8,-0.034894832,0.965281828,11.09928571,823.0142857,"Impatiens glandulifera, with some Urtica dioica and Poa trivialis",8.118100399,152.2602542,0.652232205,0.907403639,5.474173504,0,1,0,0,"shortGrass",0.21,"Tide Dominant",0.17,0.021,41.725,0.02,0.92,0.267767795,7.465868194,13.97534247,"3/5/2006","2/21/2020",-133.1582176,427.7397458,"meso/macro",11.24,0.558233333,"1",547.4173504,-133.1582176,427.7397458,152.2602542,472.5972329,5686.279569,990,5.53,1000
"Scheldt.R3","EUROPE","Belgium","Scheldt Estuary, Belgium",51.086431,4.175101,15.97779942,5.183041818,2.19,5.608979634,0.13480613,2.87,5.75,-0.025761033,0.949353085,11.09928571,823.0142857,"Poa trivialis with Impatiens glandulifera and Urtica dioica",13.42949126,147.2602542,0.505902205,0.797572563,5.474173504,0,1,0,0,"shortGrass",0.21,"Tide Dominant",0.07,-0.0443,11.5025,0.02,0.92,0.414097795,12.92358906,13.97534247,"3/5/2006","2/21/2020",-133.1582176,427.7397458,"meso/macro",11.24,0.6649273,"1",547.4173504,-133.1582176,427.7397458,147.2602542,439.8400078,3556.170933,874,5.53,259.6501129
"St.Croix.1","ATLANTIC NTH AMERICA","Canada","St Croix",45.01,-64.02,25.75180585,15.7783204,2.2,6.38,1.38,0,7.8,-0.284,1.16519174,12.4,1060.2,"Poa palustris, Scirpus atrovirens",NA,270.8995236,-0.134623016,0.475058665,5,0,1,1,0,"shortGrass",1.13,"Tide Dominant",0.0257,-0.0476,24.9275,0.15,-1.51,-1.375376984,NA,6,"1/6/2008","1/6/2014",-128.8995236,509.1004764,"meso/macro",NA,0.425,"1",500,-128.8995236,509.1004764,270.8995236,1534.765723,-1969.638337,1160,3.47,523.6869748
"St.Croix.2","ATLANTIC NTH AMERICA","Canada","St Croix",45.01,-64.02,25.75180585,15.7783204,2.2,6.38,1.38,0,7.43,-0.21,1.110619469,12.4,1060.2,"Carex paleacea",NA,233.8995236,0.120634921,0.297148957,5,0,0,1,0,"brackishRush",1.13,"Tide Dominant",0.0257,-0.0476,24.9275,0.15,-1.51,-1.630634921,NA,6,"1/6/2008","1/6/2014",-128.8995236,509.1004764,"meso/macro",NA,0.69,"1",500,-128.8995236,509.1004764,233.8995236,1548.427995,1000,1125,3.47,523.6869748
"Cogmagun.1","ATLANTIC NTH AMERICA","Canada","Cogmagun",45.08,-64.12,34.97142497,11.49387152,2.2,6.6,-6.4,0,7.18,-0.044615385,1.04,12.4,1060.2,"Elymus repens, Fesutca rubra",NA,231.812089,0.578797281,0.974951511,13,0,1,0,0,"shortGrass",1.08,"Tide Dominant",0.93,1.01,156.7766667,0.05,-5.18,-5.758797281,NA,9,"1/6/2009","1/6/2018",-173.812089,486.187911,"meso/macro",NA,0.97,"1",1300,-173.812089,486.187911,231.812089,1000,1000,1430,6.4,1000
"Cogmagun.2","ATLANTIC NTH AMERICA","Canada","Cogmagun",45.08,-64.12,34.97142497,11.49387152,2.2,6.6,-6.4,0,7.2,-0.046153846,1.042857143,12.4,1060.2,"Spartina patens",NA,233.812089,0.614250887,0.93794276,13,1,0,0,0,"spartina",1.08,"Tide Dominant",0.93,1.01,156.7766667,0.05,-5.18,-5.794250887,NA,9,"1/6/2009","1/6/2018",-173.812089,486.187911,"meso/macro",NA,0.3,"1",1300,-173.812089,486.187911,233.812089,1000,1000,1474,6.4,1000
"Cogmagun.3","ATLANTIC NTH AMERICA","Canada","Cogmagun",45.08,-64.12,34.97142497,11.49387152,2.2,6.6,-6.4,0,7.09,-0.037692308,1.027142857,12.4,1060.2,"Juncus gerardii",NA,222.812089,0.581294326,0.8875057,13,0,0,1,0,"brackishRush",1.08,"Tide Dominant",0.93,1.01,156.7766667,0.05,-5.18,-5.761294326,NA,9,"1/6/2009","1/6/2018",-173.812089,486.187911,"meso/macro",NA,0.5575,"1",1300,-173.812089,486.187911,222.812089,1000,1000,1376,6.4,1000
"Bass.Creek.1","ATLANTIC NTH AMERICA","Canada","Bass Creek",45.2,-64.13,29.01247493,10.14371299,2.2,NA,NA,0,5.74,NA,NA,12.4,1060.2,"Spartina alterniflora",NA,NA,2.80515873,0.802534631,NA,1,0,0,0,"spartina",1.07,"Tide Dominant",0.06,0.05,40.03,0.21,7.23,4.42484127,NA,6,"1/6/2006","1/6/2012",NA,NA,NA,NA,0.8925,"1",NA,NA,NA,NA,NA,NA,1000,0.35,1000
"Bass.Creek.2","ATLANTIC NTH AMERICA","Canada","Bass Creek",45.2,-64.13,29.01247493,10.14371299,2.2,NA,NA,0,6.07,NA,NA,12.4,1060.2,"Spartina patens, Juncus gerardii",NA,NA,0.156746032,0.373884517,NA,1,0,1,0,"spartina",1.07,"Tide Dominant",0.06,0.05,40.03,0.21,7.23,7.073253968,NA,6,"1/6/2006","1/6/2012",NA,NA,NA,NA,0.425,"1",NA,NA,NA,NA,NA,NA,NA,0.35,1000
"Bass.Creek.3","ATLANTIC NTH AMERICA","Canada","Bass Creek",45.2,-64.13,29.01247493,10.14371299,2.2,NA,NA,0,6.02,NA,NA,12.4,1060.2,"Spartina patens",NA,NA,0.386309524,0.911514224,NA,1,0,0,0,"spartina",1.07,"Tide Dominant",0.06,0.05,40.03,0.21,7.23,6.843690476,NA,6,"1/6/2006","1/6/2012",NA,NA,NA,NA,0.465,"1",NA,NA,NA,NA,NA,NA,NA,0.35,1000
"Walton.River.1","ATLANTIC NTH AMERICA","Canada","Walton River",45.22,-64,17.09198128,12.57430105,2.2,6.38,1.38,0,6.72,-0.068,1.005899705,12.4,1060.2,"Spartina patens, Spartina pectinata, Carax palacea",NA,162.8995236,1.928323413,0.473833124,5,1,0,1,0,"spartina",1.12,"Tide Dominant",0.24,0.0536,47.725,0.03,4.34,2.411676587,NA,7,"1/6/2005","1/6/2012",-128.8995236,509.1004764,"meso/macro",NA,0.4775,"1",500,-128.8995236,509.1004764,162.8995236,311.6750819,675.4617285,5996,0.96,1000
"Walton.River.2","ATLANTIC NTH AMERICA","Canada","Walton River",45.22,-64,17.09198128,12.57430105,2.2,6.38,1.38,0,6.37,0.002,0.954277286,12.4,1060.2,"Spartina patens",NA,127.8995236,0.356388889,0.792859217,5,1,0,0,0,"spartina",1.12,"Tide Dominant",0.24,0.0536,47.725,0.03,4.34,3.983611111,NA,6,"1/6/2006","1/6/2012",-128.8995236,509.1004764,"meso/macro",NA,0.385,"1",500,-128.8995236,509.1004764,127.8995236,195.1316362,321.0642807,694,0.96,1000
"nerr_APA_B751","GULF COAST USA","USA","APA",29.76851,-84.87908333,13.00238021,NA,2.7,0.23,-0.11,0.059,0.475,-0.720588235,NA,24.6,1195,NA,1.72,0.271,1.208,NA,0.34,NA,NA,NA,NA,NA,1.051,"barrierLagoon",NA,-0.365,113,0.02,10.63,9.422,0.512,5.534246575,"10/5/2012","4/17/2018",0.025,0.204,"micro",NA,NA,"3",34,-2.541963191,20.45803681,27.04196319,28,9.422,182,8.03,309.5890411
"nerr_APA_Baker 2011","GULF COAST USA","USA","APA",29.76513,-84.87959,13.00238021,NA,2.7,0.23,-0.11,0.059,0.55,-0.941176471,NA,24.6,1195,NA,2.01,0.346,3.594,NA,0.34,NA,NA,NA,NA,NA,1.051,"barrierLagoon",NA,-0.365,113,0.02,10.63,7.036,-1.584,5.575342466,"10/23/2012","5/20/2018",0.025,0.204,"micro",NA,NA,"3",34,-2.541963191,20.45803681,34.54196319,44,7.036,1000,8.03,309.5890411
"nerr_APA_C751","GULF COAST USA","USA","APA",29.76855556,-84.87908333,13.00238021,NA,2.7,0.23,-0.11,0.059,0.47,-0.705882353,NA,24.6,1195,NA,1.46,0.266,0.201,NA,0.34,NA,NA,NA,NA,NA,1.051,"barrierLagoon",NA,-2.92,112,0.02,10.63,10.429,1.259,5.495890411,"10/19/2012","4/17/2018",0.025,0.204,"micro",NA,NA,"3",34,-2.541963191,20.45803681,26.54196319,25,10.429,106,8.03,38.35616438
"nerr_APA_D751","GULF COAST USA","USA","APA",29.77008333,-84.87769444,13.00238021,NA,2.7,0.23,-0.11,0.059,0.445,-0.632352941,NA,24.6,1195,NA,3.723,0.241,3.687,NA,0.34,NA,NA,NA,NA,NA,1.051,"barrierLagoon",NA,-0.803,96.03,0.07,10.63,6.943,0.036,5.501369863,"10/18/2012","4/18/2018",0.025,0.204,"micro",NA,NA,"3",34,-2.541963191,20.45803681,24.04196319,32,6.943,1000,8.03,119.5890411
"nerr_APA_E751","GULF COAST USA","USA","APA",29.77011111,-84.87763889,13.00238021,NA,2.7,0.23,-0.11,0.059,0.43,-0.588235294,NA,24.6,1195,NA,5,0.226,5.561,NA,0.34,NA,NA,NA,NA,NA,1.051,"barrierLagoon",NA,-0.803,96.03,0.07,10.63,5.069,-0.561,5.501369863,"10/18/2012","4/18/2018",0.025,0.204,"micro",NA,NA,"3",34,-2.541963191,20.45803681,22.54196319,39,5.069,1000,8.03,119.5890411
